loc_rowid,pl_name,pl_pnum,pl_orbper,st_dist,st_teff,pl_masse,pl_rade,pl_publ_date
114,EPIC 201841433 b,1,4.16959000,441.94,,,1.100,
115,EPIC 205950854 c,2,8.05072200,245.56,5502.70,,1.310,
116,EPIC 206024342 b,1,4.50756000,373.81,,,1.700,
117,EPIC 206032309 b,1,2.87814000,162.09,,,1.010,
118,EPIC 206042996 b,1,5.29711000,457.27,,,1.620,
119,EPIC 206215704 b,1,2.25372000,110.22,,,0.900,
120,EPIC 206317286 b,1,1.58252000,317.20,,,0.960,
121,EPIC 211822797 b,1,21.16986100,187.19,4148.21,,1.980,
122,EPIC 211945201 b,1,19.49221000,182.69,6069.00,,5.760,
123,EPIC 212297394 b,1,2.28943000,423.35,,,1.323,
124,EPIC 212424622 b,1,18.09830000,622.67,,,2.170,
125,EPIC 212499991 b,1,34.88500000,285.61,,,1.600,
126,EPIC 212587672 b,1,15.28410000,322.88,,,1.120,
127,EPIC 212737443 b,2,13.60300000,347.45,4684.00,,2.586,2019-06
128,EPIC 212737443 c,2,65.55000000,347.45,4684.00,,2.690,2019-06
129,EPIC 220554210 c,2,0.70531000,502.28,,,1.480,
130,EPIC 220674823 b,2,0.57133100,246.10,5617.00,,1.820,
131,EPIC 220674823 c,2,13.33907900,246.10,5617.00,,2.730,
132,EPIC 246851721 b,1,6.18023500,336.70,6202.00,953.49000,11.781,
133,EPIC 248847494 b,1,3650.00000000,560.00,4898.00,4131.79000,12.442,2018-07
134,EPIC 249893012 b,3,3.59510000,324.22,5430.00,8.75000,1.950,2020-01
135,EPIC 249893012 c,3,15.62400000,324.22,5430.00,14.67000,3.670,2020-01
136,EPIC 249893012 d,3,35.74700000,324.22,5430.00,10.18000,3.940,2020-01
137,FU Tau b,1,,140.00,2838.00,5085.28000,,2009-02
138,Fomalhaut b,1,555530.00000000,7.70,,,,2008-11
139,G 9-40 b,1,5.74600700,27.93,3348.00,,2.025,2019-12
140,GJ 1132 b,2,1.62893100,12.62,3270.00,1.66000,,2015-11
141,GJ 1132 c,2,8.92900000,12.62,3270.00,,,
142,GJ 1148 b,2,41.38000000,11.02,3264.00,,,2010-05
143,GJ 1148 c,2,532.58000000,11.02,3264.00,,,
144,GJ 1214 b,1,1.58040456,14.65,3026.00,6.26125,2.847,2009-12
145,GJ 1252 b,1,0.51823490,20.38,3458.00,2.09000,1.193,2020-01
146,GJ 1265 b,1,3.65110000,10.26,3236.00,,,
147,GJ 143 b,2,35.61253000,16.33,4640.00,22.70000,2.610,
148,GJ 15 A b,2,11.44070000,3.56,3607.00,,,2014-10
149,GJ 15 A c,2,7600.00000000,3.56,3607.00,,,2018-09
150,GJ 160.2 b,1,5.23540000,25.88,4347.00,,,2014-06
151,GJ 163 b,3,8.63182000,15.14,3500.00,,,2013-08
152,GJ 163 c,3,25.63058000,15.14,3500.00,,,2013-08
153,GJ 163 d,3,603.95116000,15.14,3500.00,,,2013-08
154,GJ 179 b,1,2288.00000000,12.36,3370.00,,,2010-10
155,GJ 180 b,3,17.13300000,11.94,,,,2014-06
156,GJ 180 c,3,24.32900000,11.94,,,,2014-06
157,GJ 180 d,3,106.30000000,11.94,,,,2020-01
158,GJ 229 A c,2,121.99500000,5.76,,,,2020-01
159,GJ 229 b,2,526.11500000,5.76,,,,2014-06
160,GJ 27.1 b,1,15.81900000,23.62,3542.00,,,2014-06
161,GJ 273 b,2,18.64980000,3.80,3382.00,,,
162,GJ 273 c,2,4.72340000,3.80,3382.00,,,
163,GJ 3021 b,1,133.71000000,17.56,5540.00,,,2001-08
164,GJ 3082 b,1,11.94900000,16.63,,,,2020-01
165,GJ 3138 b,3,1.22003000,28.49,3717.00,,,
166,GJ 3138 c,3,5.97400000,28.49,3717.00,,,
167,GJ 3138 d,3,257.80000000,28.49,3717.00,,,
168,GJ 317 b,2,692.00000000,15.10,3510.00,794.50000,,2007-11
169,GJ 317 c,2,5312.00000000,15.10,3510.00,,,
170,GJ 328 b,1,4100.00000000,20.54,3900.00,,,2013-09
171,GJ 3293 b,4,30.59870000,20.20,3466.00,,,2015-03
172,GJ 3293 c,4,122.61960000,20.20,3466.00,,,2015-03
173,GJ 3293 d,4,48.13450000,20.20,3466.00,,,
174,GJ 3293 e,4,13.25430000,20.20,3466.00,,,
175,GJ 3323 b,2,5.36360000,5.32,3159.00,,,
176,GJ 3323 c,2,40.54000000,5.32,3159.00,,,
177,GJ 3341 b,1,14.20700000,23.16,3526.00,,,2015-03
178,GJ 3470 b,1,3.33664960,29.45,3600.00,13.90000,4.570,2012-10
179,GJ 3512 b,1,203.59000000,9.49,3081.00,,,2019-09
180,GJ 357 b,3,3.93072000,9.44,3505.00,1.84000,1.217,
181,GJ 357 c,3,9.12470000,9.44,3505.00,,,
182,GJ 357 d,3,55.66100000,9.44,3505.00,,,
183,GJ 3634 b,1,2.64561000,19.80,,8.40000,,2011-04
184,GJ 3779 b,1,3.02320000,13.75,3324.00,,,
185,GJ 3942 b,1,6.90500000,16.94,3867.00,,,
186,GJ 3998 b,2,2.64977000,18.16,3722.00,,,
187,GJ 3998 c,2,13.74000000,18.16,3722.00,,,
188,GJ 411 b,1,12.95320000,2.55,3563.00,,,
189,GJ 422 b,1,20.12900000,12.67,,,,2014-06
190,GJ 4276 b,1,13.35200000,21.35,3387.00,,,
191,GJ 433 b,3,7.37050000,9.07,,,,2013-01
192,GJ 433 c,3,5094.10500000,9.07,,,,2014-06
193,GJ 433 d,3,36.05900000,9.07,,,,2020-01
194,GJ 436 b,1,2.64388312,9.76,,22.10000,4.170,2004-12
195,GJ 504 b,1,,17.54,6234.00,1271.30000,,2013-09
196,GJ 536 b,1,8.70760000,10.41,3685.00,,,
197,GJ 581 b,3,5.36860000,6.30,,,,2005-12
198,GJ 581 c,3,12.91400000,6.30,,,,2005-12
199,GJ 581 e,3,3.14900000,6.30,,,,2005-12
200,GJ 625 b,1,14.62800000,6.49,3499.00,,,2017-05
201,GJ 649 b,1,598.30000000,10.38,3700.00,,,2010-02
202,GJ 667 C b,5,7.20040000,6.80,3350.00,,,2013-01
203,GJ 667 C c,5,28.14000000,6.80,3350.00,,,2013-01
204,GJ 667 C e,5,62.24000000,6.80,3350.00,,,2013-08
205,GJ 667 C f,5,39.02600000,6.80,3350.00,,,2013-08
206,GJ 667 C g,5,256.20000000,6.80,3350.00,,,2013-08
207,GJ 674 b,1,4.69380000,4.55,3600.00,,,2007-10
208,GJ 676 A b,4,1056.80005000,16.03,3734.00,,,2011-02
209,GJ 676 A c,4,7337.00000000,16.03,3734.00,,,
210,GJ 676 A d,4,3.60050000,16.03,3734.00,,,2012-12
211,GJ 676 A e,4,35.39000000,16.03,3734.00,,,2012-12
212,GJ 682 b,2,17.47800000,5.01,3028.00,,,2014-06
213,GJ 682 c,2,57.32000000,5.01,3028.00,,,2014-06
214,GJ 685 b,1,24.16000000,14.32,3816.00,,,
215,GJ 687 b,1,38.14000000,4.55,3340.00,,,2014-07
216,GJ 832 b,2,3657.00000000,4.97,3472.00,,,2009-01
217,GJ 832 c,2,35.68000000,4.97,3472.00,,,2014-08
218,GJ 849 b,1,1882.00000000,8.80,3241.00,,,2006-12
219,GJ 86 b,1,15.76491000,10.79,5182.00,,,2000-02
220,GJ 876 b,4,61.11660000,4.68,,723.22350,,1998-10
221,GJ 876 c,4,30.08810000,4.68,,226.98460,,2001-07
222,GJ 876 d,4,1.93778000,4.68,,6.83000,,2005-11
223,GJ 876 e,4,124.26000000,4.68,,14.60000,,2010-08
224,GJ 96 b,1,73.94000000,11.94,3785.00,,,
225,GJ 9827 b,3,1.20898190,29.69,4340.00,4.91000,1.577,
226,GJ 9827 c,3,3.64809570,29.69,4340.00,0.84000,1.241,
227,GJ 9827 d,3,6.20146980,29.69,4340.00,4.04000,2.022,
228,GQ Lup b,1,,151.82,,6356.00000,33.600,2005-05
229,GSC 06214-00210 b,1,,145.00,4200.00,5000.00000,,2011-01
230,GU Psc b,1,,48.00,,3591.30000,14.179,2014-05
231,Gl 378 b,1,3.82200000,14.96,3879.00,,,
232,Gl 49 b,1,13.85080000,9.86,3805.00,,,2019-04
233,Gl 686 b,1,15.53140000,8.16,3663.00,,,
234,HAT-P-1 b,1,4.46529976,159.71,5980.00,166.86075,14.785,2007-02
235,HAT-P-11 b,2,4.88780244,37.81,4780.00,,4.360,2010-02
236,HAT-P-11 c,2,3407.00000000,37.81,4780.00,,,
237,HAT-P-12 b,1,3.21305980,142.50,4650.00,67.05900,10.749,2009-11
238,HAT-P-13 b,2,2.91625000,214.00,5653.00,270.46200,14.258,2009-12
239,HAT-P-13 c,2,446.27000000,214.00,5653.00,,,2009-12
240,HAT-P-14 b,1,4.62767000,224.10,6600.00,1093.33520,15.917,2010-05
241,HAT-P-15 b,1,10.86350000,193.56,5568.00,616.59020,11.882,2010-12
242,HAT-P-16 b,1,2.77596000,235.00,6158.00,1332.60500,14.448,2010-09
243,HAT-P-17 b,2,10.33852000,92.63,5246.00,184.34140,11.769,2012-04
244,HAT-P-17 c,2,5584.00000000,92.63,5246.00,,,2012-04
245,HAT-P-18 b,1,5.50802300,166.00,4803.00,62.61000,11.153,2011-01
246,HAT-P-19 b,1,4.00877800,215.00,4990.00,92.80200,12.689,2011-01
247,HAT-P-2 b,1,5.63351580,128.25,6380.00,,,2007-11
248,HAT-P-20 b,1,2.87531700,70.00,4595.00,2302.89900,9.718,2011-12
249,HAT-P-21 b,1,4.12448000,279.48,5588.00,1547.83210,12.442,2011-12
250,HAT-P-22 b,1,3.21222000,81.96,5302.00,785.04010,12.890,2011-12
251,HAT-P-23 b,1,1.21288000,368.61,5905.00,425.89220,12.218,2011-12
252,HAT-P-24 b,1,3.35524000,420.26,6373.00,238.37250,14.572,2010-12
253,HAT-P-25 b,1,3.65281514,302.95,5519.00,180.84527,12.722,2012-01
254,HAT-P-26 b,1,4.23452000,142.41,5079.00,22.24810,7.062,2011-02
255,HAT-P-27 b,1,3.03957700,204.00,5300.00,197.05000,11.430,2011-06
256,HAT-P-28 b,1,3.25721500,395.00,5680.00,198.95300,13.585,2011-06
257,HAT-P-29 b,1,5.72319000,316.36,6087.00,279.69040,13.115,2011-06
258,HAT-P-3 b,1,2.89970000,135.08,5185.00,206.58950,10.536,2007-09
259,HAT-P-30 b,1,2.81060000,215.29,6304.00,263.79890,16.141,2011-07
260,HAT-P-31 b,1,5.00542000,347.48,6065.00,721.47410,12.218,2011-09
261,HAT-P-32 b,1,2.15000820,291.51,6001.00,216.12440,22.194,2011-11
262,HAT-P-33 b,1,3.47447000,400.55,6446.00,292.40360,20.737,2011-11
263,HAT-P-34 b,1,5.45265000,251.08,6442.00,2227.98830,15.132,2012-07
264,HAT-P-35 b,1,3.64671000,514.20,6096.00,2390.08160,39.792,2012-07
265,HAT-P-36 b,1,1.32734683,296.93,5620.00,587.41341,14.314,2012-07
266,HAT-P-37 b,1,2.79743600,411.00,5500.00,371.52800,13.204,2012-07
267,HAT-P-38 b,1,4.64038200,249.00,5330.00,84.85700,9.247,2012-10
268,HAT-P-39 b,1,3.54387000,642.00,6430.00,190.37200,17.609,2012-11
269,HAT-P-4 b,1,3.05653600,314.00,5860.00,213.25500,14.280,2007-11
270,HAT-P-40 b,1,4.45724000,470.68,6080.00,152.55840,17.038,2012-11
271,HAT-P-41 b,1,2.69405000,351.63,6390.00,378.21770,22.978,2012-11
272,HAT-P-42 b,1,4.64187800,447.00,5743.00,331.80100,14.348,2013-10
273,HAT-P-43 b,1,3.33268700,542.00,5645.00,210.39500,14.359,2013-10
274,HAT-P-44 b,2,4.30121900,363.00,5295.00,111.87100,13.922,2014-06
275,HAT-P-44 c,2,872.20000000,363.00,5295.00,,,2014-06
276,HAT-P-45 b,1,3.12899200,305.00,6330.00,283.49200,15.984,2014-06
277,HAT-P-46 b,1,4.46312900,296.00,6120.00,156.68400,14.392,2014-06
278,HAT-P-49 b,1,2.69155000,353.89,6820.00,699.22600,17.822,2014-04
279,HAT-P-5 b,1,2.78849000,306.01,5960.00,311.47340,13.563,2007-12
280,HAT-P-50 b,1,3.12201090,497.00,6280.00,429.07050,14.437,2015-12
281,HAT-P-51 b,1,4.21802780,470.00,5449.00,98.20947,14.493,2015-12
282,HAT-P-52 b,1,2.75359530,385.00,5131.00,259.98494,11.310,2015-12
283,HAT-P-53 b,1,1.96162410,719.00,5956.00,471.65972,14.773,2015-12
284,HAT-P-54 b,1,3.79984700,144.25,4390.00,241.55080,10.581,2015-04
285,HAT-P-55 b,1,3.58524670,480.00,5808.00,184.97706,13.249,2015-06
286,HAT-P-56 b,1,2.79083000,323.50,6566.00,734.18730,16.926,2015-06
287,HAT-P-57 b,1,2.46530000,282.08,6330.00,448.14030,19.504,
288,HAT-P-6 b,1,3.85298000,277.50,6570.00,419.53560,16.589,2008-01
289,HAT-P-65 b,1,2.60545520,841.00,5835.00,167.49641,21.185,
290,HAT-P-66 b,1,2.97208600,927.00,6002.00,248.86089,17.822,
291,HAT-P-67 b,1,4.81010250,320.00,6406.00,108.06220,23.371,
292,HAT-P-69 b,1,4.78694910,343.90,7394.00,1137.83140,18.786,
293,HAT-P-7 b,1,2.20474000,344.46,6389.00,584.80720,16.926,2008-06
294,HAT-P-70 b,1,2.74432452,329.00,8450.00,2154.88740,20.961,
295,HAT-P-8 b,1,3.07634000,212.84,6200.00,406.82240,15.693,2009-10
296,HAT-P-9 b,1,3.92281072,480.00,6350.00,238.05467,15.614,2009-01
297,HATS-1 b,1,3.44645900,303.00,5870.00,589.55000,14.594,2013-01
298,HATS-10 b,1,3.31284600,496.00,5880.00,167.17858,10.862,2015-07
299,HATS-11 b,1,3.61918800,967.34,6563.00,,18.030,2016-10
300,HATS-12 b,1,3.14270200,512.41,6357.00,,7.760,2016-10
301,HATS-13 b,1,3.04404990,476.00,5523.00,172.58169,13.585,2015-08
302,HATS-14 b,1,2.76676410,513.00,5346.00,340.39593,11.646,2015-08
303,HATS-15 b,1,1.74748753,689.00,5311.00,689.69110,12.386,2016-07
304,HATS-16 b,1,2.68650200,774.00,5738.00,1039.30410,14.572,2016-07
305,HATS-17 b,1,16.25461100,339.00,5846.00,425.25654,8.709,2016-04
306,HATS-18 b,1,0.83784000,645.00,5600.00,629.14449,14.897,2016-11
307,HATS-2 b,1,1.35413300,360.00,5227.00,427.46300,13.092,2013-10
308,HATS-22 b,1,4.72281240,207.90,4803.00,870.85420,10.682,
309,HATS-23 b,1,2.16051560,747.00,5780.00,467.21010,20.849,
310,HATS-24 b,1,1.34849780,510.00,6125.00,718.29580,15.637,
311,HATS-25 b,1,4.29864320,466.00,5715.00,194.82979,14.123,
312,HATS-26 b,1,3.30238810,907.00,6071.00,206.58950,19.616,
313,HATS-27 b,1,4.63703800,840.00,6438.00,168.44990,16.814,
314,HATS-28 b,1,3.18107810,521.00,5498.00,213.58176,13.384,
315,HATS-29 b,1,4.60587490,351.00,5670.00,207.54299,14.022,
316,HATS-3 b,1,3.54785100,453.00,6351.00,340.38200,15.480,2013-11
317,HATS-30 b,1,3.17435160,339.00,5943.00,224.38798,13.171,
318,HATS-31 b,1,3.37796000,872.00,6050.00,279.69040,18.383,2016-12
319,HATS-32 b,1,2.81265480,839.00,5700.00,292.40360,14.000,2016-12
320,HATS-33 b,1,2.54955510,255.00,5659.00,378.85336,13.787,2016-12
321,HATS-34 b,1,2.10616070,532.00,5380.00,299.07803,16.029,2016-12
322,HATS-35 b,1,1.82099930,557.00,6300.00,388.38826,16.410,2016-12
323,HATS-36 b,1,4.17518600,878.65,5950.00,,12.920,
324,HATS-39 b,1,4.57763480,773.00,6572.00,200.23290,17.598,
325,HATS-4 b,1,2.51672900,420.00,5403.00,420.47100,11.433,2014-08
326,HATS-40 b,1,3.26427360,1431.00,6460.00,505.34970,17.710,
327,HATS-41 b,1,4.19364900,800.00,6424.00,3082.95100,14.908,
328,HATS-42 b,1,2.29210200,942.00,6060.00,597.52040,15.693,
329,HATS-43 b,1,4.38884970,341.00,5099.00,82.95363,13.227,
330,HATS-44 b,1,2.74390040,463.00,5080.00,177.98480,11.960,
331,HATS-45 b,1,4.18762440,818.00,6450.00,222.48100,14.415,
332,HATS-46 b,1,4.74237290,448.00,5495.00,54.98459,10.122,
333,HATS-5 b,1,4.76338700,257.00,5304.00,75.32300,10.223,2014-06
334,HATS-50 b,1,3.82970150,717.00,5990.00,123.95370,12.666,
335,HATS-51 b,1,3.34887020,478.00,5758.00,244.09344,15.805,
336,HATS-52 b,1,1.36665436,631.00,6010.00,711.93920,15.491,
337,HATS-53 b,1,3.85377680,613.00,5644.00,189.10885,15.020,
338,HATS-54 b,1,2.54418280,769.00,5702.00,241.55080,11.960,2019-07
339,HATS-55 b,1,4.20420010,623.60,6214.00,292.72143,14.022,2019-07
340,HATS-56 b,1,4.32479900,577.10,6536.00,191.33366,18.921,2019-07
341,HATS-57 b,1,2.35062100,280.00,5587.00,1000.21101,12.767,2019-07
342,HATS-58 A b,1,4.21808960,492.00,7175.00,327.36490,12.274,2019-07
343,HATS-59 b,2,5.41608100,654.88,5670.00,256.17098,12.621,
344,HATS-59 c,2,1422.00000000,654.88,5670.00,,,
345,HATS-6 b,1,3.32527250,148.40,3724.00,101.38777,11.187,2015-05
346,HATS-60 b,1,3.56082900,494.30,5688.00,210.40346,12.924,
347,HATS-61 b,1,7.81795300,694.00,5542.00,1080.62200,13.395,
348,HATS-62 b,1,3.27688370,516.80,5416.00,56.89157,11.825,
349,HATS-63 b,1,3.05665270,634.80,5627.00,305.11680,13.529,
350,HATS-64 b,1,4.90889700,1083.00,6554.00,305.11680,18.820,
351,HATS-65 b,1,3.10516100,495.00,6277.00,260.93843,16.825,
352,HATS-66 b,1,3.14143910,1538.00,6626.00,1694.03390,15.816,
353,HATS-67 b,1,1.60917880,982.00,6594.00,460.85350,18.887,
354,HATS-68 b,1,3.58622020,618.20,6147.00,410.00070,13.809,
355,HATS-69 b,1,2.22525770,420.30,5137.00,183.38791,10.593,
356,HATS-7 b,1,3.18531500,257.00,4985.00,38.13960,6.311,
357,HATS-70 b,1,1.88823780,1307.00,7930.00,4100.00700,15.513,
358,HATS-8 b,1,3.58389300,829.00,5679.00,43.86054,9.785,2015-08
359,HATS-9 b,1,1.91529100,654.36,5599.00,,13.850,2015-07
360,HD 100546 b,1,,110.02,10500.00,,77.342,2015-07
361,HD 100655 b,1,157.57001000,137.72,4891.00,,,2012-04
362,HD 100777 b,1,383.70001000,49.60,5533.00,,,2007-08
363,HD 10180 c,6,5.75969000,39.00,5911.00,,,2011-04
364,HD 10180 d,6,16.35700000,39.00,5911.00,,,2011-04
365,HD 10180 e,6,49.74800000,39.00,5911.00,,,2011-04
366,HD 10180 f,6,122.74400000,39.00,5911.00,,,2011-04
367,HD 10180 g,6,604.67000000,39.00,5911.00,,,2011-04
368,HD 10180 h,6,2205.00000000,39.00,5911.00,,,2011-04
369,HD 101930 b,1,70.46000000,30.05,5108.00,,,2005-07
370,HD 102117 b,1,20.81330000,39.62,5655.00,,,2005-07
371,HD 102195 b,1,4.11377000,29.36,5301.00,,,2006-09
372,HD 102272 b,1,127.58000000,350.01,4790.00,,,2009-03
373,HD 102329 b,2,778.09998000,218.42,4745.00,,,2011-12
374,HD 102329 c,2,1123.00000000,218.42,4745.00,,,
375,HD 102365 b,1,122.10000000,9.29,5630.00,,,2011-02
376,HD 102843 b,1,3090.94200000,62.87,5436.00,,,2019-04
377,HD 102956 b,1,6.49470000,122.32,4985.00,,,2010-10
378,HD 103197 b,1,47.84000000,57.24,5250.00,,,2011-02
379,HD 103720 b,1,4.55570000,41.60,5017.00,,,2015-04
380,HD 103774 b,1,5.88810000,56.50,6489.00,,,2013-03
381,HD 103949 b,1,120.87800000,26.52,4792.00,,,2019-04
382,HD 104067 b,1,55.80600000,20.38,4937.00,,,2011-11
383,HD 10442 b,1,1032.30000000,135.89,4912.00,,,2015-01
384,HD 104985 b,1,199.50500000,100.86,4877.00,,,2003-11
385,HD 106252 b,1,1531.00000000,38.23,5874.00,,,2002-05
386,HD 106270 b,1,1888.00000000,94.06,5509.00,,,2011-12
387,HD 106315 b,2,9.55237000,109.00,6327.00,12.60000,2.440,
388,HD 106315 c,2,21.05704000,109.00,6327.00,15.20000,4.350,
389,HD 10647 b,1,989.20000000,17.34,6218.00,,,2006-07
390,HD 106515 A b,1,3630.00000000,34.12,5362.00,,,2013-03
391,HD 106906 b,1,,103.33,6516.00,3496.00000,,2014-01
392,HD 10697 b,1,1075.69000000,33.15,5600.00,,,2000-06
393,HD 107148 b,1,48.05600000,49.49,5797.00,,,2006-07
394,HD 108147 b,1,10.89850000,38.96,6265.00,,,2002-06
395,HD 108341 b,1,1129.00000000,49.40,5122.00,,,2015-04
396,HD 108863 b,1,437.70000000,165.52,4878.00,,,2011-12
397,HD 108874 b,2,394.48123000,59.62,5600.00,,,2003-01
398,HD 108874 c,2,1624.00000000,59.62,5600.00,,,2005-10
399,HD 109246 b,1,68.27000000,67.97,5844.00,,,2010-11
400,HD 109271 b,2,7.85430000,55.96,5783.00,,,2013-03
401,HD 109271 c,2,30.93000000,55.96,5783.00,,,2013-03
402,HD 109749 b,1,5.23989100,63.20,5824.00,,,2006-02
403,HD 110014 b,1,835.47700000,100.98,4445.00,,,2009-09
404,HD 111232 b,1,1143.00000000,28.98,5512.00,,,2004-02
405,HD 111591 b,1,1056.40000000,114.54,4884.00,,,
406,HD 111998 b,1,825.90000000,33.26,6557.00,,,
407,HD 113337 b,1,324.00000000,36.22,6576.60,,,2014-01
408,HD 113538 b,2,663.20000000,15.90,4462.00,,,2011-03
409,HD 113538 c,2,1818.00000000,15.90,4462.00,,,2011-03
410,HD 113996 b,1,610.20000000,116.34,4181.00,,,
411,HD 114386 b,1,937.70001000,27.95,4836.00,,,2004-02
412,HD 114613 b,1,4000.00000000,20.29,5641.00,,,2014-03
413,HD 114729 b,1,1121.79000000,37.85,5844.00,,,2003-01
414,HD 114762 b,1,83.91510000,40.23,5869.00,,,1989-05
415,HD 114783 b,2,493.70000000,20.40,5135.00,,,2002-03
416,HD 114783 c,2,4319.00000000,20.40,5135.00,,,
417,HD 11506 b,2,1622.10000000,51.34,6030.00,,,2007-11
418,HD 11506 c,2,223.41000000,51.34,6030.00,,,2009-03
419,HD 116029 b,2,670.00000000,123.68,4819.00,,,2011-12
420,HD 116029 c,2,907.00000000,123.68,4819.00,,,
421,HD 117207 b,1,2621.75000000,32.38,5732.00,,,2005-01
422,HD 11755 b,1,433.70001000,236.64,4312.00,,,
423,HD 117618 b,1,25.80000000,37.82,5990.00,,,2005-04
424,HD 118203 b,1,6.13350000,92.51,5864.00,,,2006-02
425,HD 119130 b,1,16.98410000,114.29,5725.00,24.50000,2.630,
426,HD 11964 b,2,1945.00000000,33.57,5349.00,,,2006-07
427,HD 11964 c,2,37.91000000,33.57,5349.00,,,2009-03
428,HD 11977 b,1,711.00000000,68.05,4970.00,,,2005-07
429,HD 120084 b,1,2082.00000000,103.35,4892.00,,,2013-08
430,HD 121504 b,1,63.33000000,41.71,6027.00,,,2004-02
431,HD 12484 b,1,58.83000000,51.10,5920.00,,,
432,HD 125390 b,1,1756.20000000,154.33,4850.00,,,2019-04
433,HD 125595 b,1,9.67370000,28.22,4691.00,,,2011-11
434,HD 125612 b,3,557.04000000,57.72,5841.00,,,2007-11
435,HD 125612 c,3,4.15514000,57.72,5841.00,,,2010-03
436,HD 125612 d,3,2835.00000000,57.72,5841.00,,,2010-03
437,HD 12648 b,1,133.60001000,183.15,4835.00,,,
438,HD 126525 b,1,960.41000000,37.69,5638.00,,,2018-08
439,HD 12661 b,2,262.70862000,37.89,5645.00,,,2001-04
440,HD 12661 c,2,1708.00000000,37.89,5645.00,,,2003-04
441,HD 126614 b,1,1244.00000000,73.25,5568.00,,,2010-10
442,HD 128311 b,2,453.01900000,16.52,,,,2003-01
443,HD 128311 c,2,921.53800000,16.52,,1204.25787,,2005-10
444,HD 128356 b,1,298.20000000,26.03,4875.00,,,
445,HD 129445 b,1,1840.00000000,67.57,,,,2010-03
446,HD 130322 b,1,10.70871000,31.91,5387.00,,,2000-04
447,HD 131496 b,1,896.00000000,132.34,4846.00,,,2011-12
448,HD 131664 b,1,1951.00000000,52.89,5892.00,,,2009-03
449,HD 13167 b,1,2613.00000000,149.57,5671.00,,,
450,HD 13189 b,1,471.60001000,504.71,4175.00,,,2005-07
451,HD 132406 b,1,974.00000000,70.93,5783.00,,,2007-10
452,HD 132563 b,1,1544.00000000,105.47,6073.00,,,2011-09
453,HD 133131 A b,2,649.00000000,47.00,5799.00,,,
454,HD 133131 A c,2,3568.00000000,47.00,5799.00,,,
455,HD 133131 B b,1,5769.00000000,47.00,5805.00,,,
456,HD 134060 b,2,3.26960000,24.20,5966.00,,,
457,HD 134060 c,2,1291.56460000,24.20,5966.00,,,
458,HD 134987 b,2,258.17999000,26.20,5736.00,,,2000-06
459,HD 134987 c,2,5000.00000000,26.20,5736.00,,,2010-04
460,HD 136352 b,3,11.58240000,14.81,5664.00,,,
461,HD 136352 c,3,27.58210000,14.81,5664.00,,,
462,HD 136352 d,3,107.59830000,14.81,5664.00,,,
463,HD 136418 b,1,464.29999000,105.49,4989.00,,,2010-05
464,HD 13724 b,1,14763.40500000,43.52,5868.00,,,
465,HD 137388 b,1,330.00000000,40.53,5181.00,,,2011-11
466,HD 13908 b,2,19.38200000,79.73,6255.00,,,2014-03
467,HD 13908 c,2,931.00000000,79.73,6255.00,,,2014-03
468,HD 13931 b,1,4218.00000000,47.46,5867.00,,,2010-10
469,HD 139357 b,1,1125.70000000,112.45,4700.00,,,2009-06
470,HD 1397 b,1,11.53533000,79.75,5521.00,131.89945,11.500,
471,HD 14067 b,1,1455.00000000,142.60,4815.00,,,2014-12
472,HD 141399 b,4,94.44000000,36.20,5600.00,,,2014-06
473,HD 141399 c,4,201.99000000,36.20,5600.00,,,2014-06
474,HD 141399 d,4,1069.80000000,36.20,5600.00,,,2014-06
475,HD 141399 e,4,5000.00000000,36.20,5600.00,,,2014-06
476,HD 141937 b,1,653.21997000,33.39,5870.00,,,2002-07
477,HD 142 b,2,349.70000000,26.21,6245.00,,,2002-05
478,HD 142 c,2,6005.00000000,26.21,6245.00,,,2012-07
479,HD 142022 A b,1,1928.00000000,34.31,5421.00,,,2006-03
480,HD 142245 b,1,1299.00000000,97.50,4922.00,,,2011-12
481,HD 142415 b,1,386.29999000,35.57,5940.00,,,2004-02
482,HD 143105 b,1,2.19740000,48.70,6380.00,,,
483,HD 143361 b,1,1039.15000000,68.65,5507.00,,,2009-03
484,HD 145377 b,1,103.95000000,53.57,6014.00,,,2009-03
485,HD 145457 b,1,176.30000000,135.82,4769.00,,,2010-08
486,HD 145934 b,1,2730.00000000,229.35,,,,2015-02
487,HD 1461 b,2,5.77152000,23.47,5765.00,,,2010-01
488,HD 1461 c,2,13.50520000,23.47,5765.00,,,
489,HD 147018 b,2,44.23600000,42.96,5441.00,,,2010-02
490,HD 147018 c,2,1008.00000000,42.96,5441.00,,,2010-02
491,HD 147379 b,1,86.78000000,10.77,4156.00,,,
492,HD 147513 b,1,528.40000000,12.91,5883.00,,,2004-02
493,HD 14787 b,1,676.60000000,119.54,4946.00,,,
494,HD 147873 b,2,116.59600000,109.38,5972.00,,,
495,HD 147873 c,2,491.54000000,109.38,5972.00,,,
496,HD 148156 b,1,1027.00000000,57.22,6308.00,,,2010-11
497,HD 148164 b,2,328.55000000,77.37,6032.00,,,
498,HD 148164 c,2,5062.00000000,77.37,6032.00,,,
499,HD 148284 b,1,339.33100000,121.61,5572.00,,,
500,HD 148427 b,1,331.50000000,71.50,5025.00,,,2009-10
501,HD 149026 b,1,2.87589000,76.03,6179.00,120.77540,8.295,2005-11
